address,district,building,"last date",case_id,"matched address (arcGIS)",Score,X,Y,LongLabel,Addr_type
"Tai Long Wan Village, Southern",Southern,"Tai Long Wan Village","2020-02-13 00:00:00",54,"Da Lang Wan Dao, Shi Ao, Southern",75.24,114.2464314,22.24101358,"Da Lang Wan Dao, Shi Ao, Southern, HKG",StreetName
"233 Wing Lok Street, Central & Western","Central & Western","233 Wing Lok Street","2020-02-13 00:00:00",56,"233 Wing Lok Street, Sheung Wan, Central & Western",100,114.1481915,22.28764571,"233 Wing Lok Street, Sheung Wan, Central & Western, HKG",PointAddress
"Lok Wah Shopping Centre, Lok Wah North Estate, Kwun Tong","Kwun Tong","Lok Wah Shopping Centre, Lok Wah North Estate","2020-02-13 00:00:00",62,"Lok Wah Shopping Centre, Lok Wah North Estate, Chun Wah Road, Ngau Tau Kok, Kwun Tong",100,114.2198355,22.32177221,"Lok Wah Shopping Centre, Lok Wah North Estate, Chun Wah Road, Ngau Tau Kok, Kwun Tong, HKG",PointAddress
"42 Yuk Wah Street, Tsz Wan Shan, Wong Tai Sin","Wong Tai Sin","42 Yuk Wah Street, Tsz Wan Shan","2020-02-13 00:00:00",59,"42 Yuk Wah St, Tsz Wan Shan, Wong Tai Sin",100,114.2013532,22.34718297,"42 Yuk Wah St, Tsz Wan Shan, Wong Tai Sin, HKG",StreetAddress
"Goldfield Mansion, Eastern",Eastern,"Goldfield Mansion","2020-02-13 00:00:00",74,"Goldfield Mansion, 62-68 Java Road, North Point, Eastern",100,114.1982188,22.29175058,"Goldfield Mansion, 62-68 Java Road, North Point, Eastern, HKG",PointAddress
"Kai Tin Shopping Centre, Kwun Tong","Kwun Tong","Kai Tin Shopping Centre","2020-02-13 00:00:00",72,"Kai Tin Shopping Centre, Kai Tin Estate, 50 Kai Tin Road, Lam Tin, Kwun Tong",100,114.234845,22.30868864,"Kai Tin Shopping Centre, Kai Tin Estate, 50 Kai Tin Road, Lam Tin, Kwun Tong, HKG",PointAddress
"Workingberg Commercial Building, Marble Road, Eastern",Eastern,"Workingberg Commercial Building, Marble Road","2020-02-13 00:00:00",85,"Workingberg Commercial Building, 41-47 Marble Road, North Point, Eastern",100,114.2012036,22.29213103,"Workingberg Commercial Building, 41-47 Marble Road, North Point, Eastern, HKG",PointAddress
"5 Sam Shing Street, Tuen Mun","Tuen Mun","5 Sam Shing Street","2020-02-14 00:00:00",63,"5 Sam Shing Street, Tuen Mun",100,113.9789152,22.3801126,"5 Sam Shing Street, Tuen Mun, HKG",PointAddress
"Hiu Lai Court Shopping Centre, Kwun Tong","Kwun Tong","Hiu Lai Court Shopping Centre","2020-02-14 00:00:00",67,APM,85.69,114.22564,22.31246,"APM, Kwun Tong Rd, Kwun Tong, HKG",POI
"The Hong Kong Jockey Club Happy Valley Clubhouse, Wan Chai","Wan Chai","The Hong Kong Jockey Club Happy Valley Clubhouse","2020-02-14 00:00:00",85,"The Hong Kong Jockey Club Happy Valley Clubhouse",100,114.1864,22.26560992,"The Hong Kong Jockey Club Happy Valley Clubhouse, Hawthorn Rd, Happy Valley, Wan Chai, HKG",POI
"Block D, Mount Parker Lodge, 10 Hong Pak Path, Eastern",Eastern,"Block D, Mount Parker Lodge, 10 Hong Pak Path","2020-02-14 00:00:00",52,"Block D, Mount Parker Lodge, 10 Hong Pak Path, Quarry Bay, Eastern",100,114.2127431,22.28171534,"Block D, Mount Parker Lodge, 10 Hong Pak Path, Quarry Bay, Eastern, HKG",PointAddress
"Block D, Mount Parker Lodge, 10 Hong Pak Path, Eastern",Eastern,"Block D, Mount Parker Lodge, 10 Hong Pak Path","2020-02-14 00:00:00",61,"Block D, Mount Parker Lodge, 10 Hong Pak Path, Quarry Bay, Eastern",100,114.2127431,22.28171534,"Block D, Mount Parker Lodge, 10 Hong Pak Path, Quarry Bay, Eastern, HKG",PointAddress
"Yuan Kung Mansion, Tai Koo Shing, Eastern",Eastern,"Yuan Kung Mansion, Tai Koo Shing","2020-02-15 00:00:00",57,"Yuan Kung Mansion",100,114.2165399,22.28643003,"Yuan Kung Mansion, Tai Mou Ave, Tai Koo, Eastern, HKG",POI
"Ming Kung Mansion, Taikoo Shing, 22 Taikoo Shing Road, Eastern",Eastern,"Ming Kung Mansion, Taikoo Shing, 22 Taikoo Shing Road","2020-02-15 00:00:00",57,"Ming Kung Mansion",98,114.21576,22.28622,"Ming Kung Mansion, 22 Taikoo Shing Rd, Tai Koo, Eastern, HKG",POI
"Cheung Sha Wan Jockey Club Clinic, Sham Shui Po","Sham Shui Po","Cheung Sha Wan Jockey Club Clinic","2020-02-15 00:00:00",58,"Cheung Sha Wan Jockey Club Clinic, 2 Kwong Lee Road, Cheung Sha Wan, Sham Shui Po",100,114.1585162,22.34056838,"Cheung Sha Wan Jockey Club Clinic, 2 Kwong Lee Road, Cheung Sha Wan, Sham Shui Po, HKG",PointAddress
"Block 1, Seaview Garden, Tuen Mun","Tuen Mun","Block 1, Seaview Garden","2020-02-15 00:00:00",63,"Block 1, Seaview Garden, 1 Tsing Yung Street, Tuen Mun",100,113.983758,22.3785754,"Block 1, Seaview Garden, 1 Tsing Yung Street, Tuen Mun, HKG",PointAddress
"Yee Ching House Yee Ming Estate, Sai Kung","Sai Kung","Yee Ching House Yee Ming Estate","2020-02-16 00:00:00",58,"Yee Ching House, Yee Ming Estate, Tseung Kwan O, Sai Kung",100,114.2631743,22.3070812,"Yee Ching House, Yee Ming Estate, Tseung Kwan O, Sai Kung, HKG",PointAddress
"298D Un Chau Street, Sham Shui Po","Sham Shui Po","298D Un Chau Street","2020-02-16 00:00:00",58,"298D Un Chau St, Sham Shui Po",100,114.1586942,22.3359129,"298D Un Chau St, Sham Shui Po, HKG",StreetAddress
"Oi Wah House, Tsz Oi Court, Tsz Wan Shan, Wong Tai Sin","Wong Tai Sin","Oi Wah House, Tsz Oi Court, Tsz Wan Shan","2020-02-16 00:00:00",59,"Oi Wah House, Tsz Oi Court, 2 Wan Wah Street, Tze Wan Shan, Wong Tai Sin",94.63,114.1990469,22.35187854,"Oi Wah House, Tsz Oi Court, 2 Wan Wah Street, Tze Wan Shan, Wong Tai Sin, HKG",PointAddress
"35-45, Johnston Road, Wan Chai","Wan Chai","35-45, Johnston Road","2020-02-16 00:00:00",85,"35-45 Johnston Road, Wan Chai",100,114.170922,22.27693125,"35-45 Johnston Road, Wan Chai, HKG",PointAddress
"35-45 Johnston Road, Wan Chai","Wan Chai","35-45 Johnston Road","2020-02-16 00:00:00",85,"35-45 Johnston Road, Wan Chai",100,114.170922,22.27693125,"35-45 Johnston Road, Wan Chai, HKG",PointAddress
"Ming Kung Mansion, Taikoo Shing, 22 Taikoo Shing Road, Eastern",Eastern,"Ming Kung Mansion, Taikoo Shing, 22 Taikoo Shing Road","2020-02-16 00:00:00",57,"Ming Kung Mansion",98,114.21576,22.28622,"Ming Kung Mansion, 22 Taikoo Shing Rd, Tai Koo, Eastern, HKG",POI
"Ming Kung Mansion, Taikoo Shing, 22 Taikoo Shing Road, Eastern",Eastern,"Ming Kung Mansion, Taikoo Shing, 22 Taikoo Shing Road","2020-02-16 00:00:00",60,"Ming Kung Mansion",98,114.21576,22.28622,"Ming Kung Mansion, 22 Taikoo Shing Rd, Tai Koo, Eastern, HKG",POI
"Maylun Apartments, 1-25 Shu Kuk Street, Eastern",Eastern,"Maylun Apartments, 1-25 Shu Kuk Street","2020-02-16 00:00:00",65,"Maylun Apartments, 1-25 Shu Kuk Street, North Point, Eastern",100,114.2001819,22.2908196,"Maylun Apartments, 1-25 Shu Kuk Street, North Point, Eastern, HKG",PointAddress
"Maylun Apartments, 1-25 Shu Kuk Street, Eastern",Eastern,"Maylun Apartments, 1-25 Shu Kuk Street","2020-02-16 00:00:00",70,"Maylun Apartments, 1-25 Shu Kuk Street, North Point, Eastern",100,114.2001819,22.2908196,"Maylun Apartments, 1-25 Shu Kuk Street, North Point, Eastern, HKG",PointAddress
"Maylun Apartments, 1-25 Shu Kuk Street, Eastern",Eastern,"Maylun Apartments, 1-25 Shu Kuk Street","2020-02-16 00:00:00",73,"Maylun Apartments, 1-25 Shu Kuk Street, North Point, Eastern",100,114.2001819,22.2908196,"Maylun Apartments, 1-25 Shu Kuk Street, North Point, Eastern, HKG",PointAddress
"Maylun Apartments, 1-25 Shu Kuk Street, Eastern",Eastern,"Maylun Apartments, 1-25 Shu Kuk Street","2020-02-16 00:00:00",74,"Maylun Apartments, 1-25 Shu Kuk Street, North Point, Eastern",100,114.2001819,22.2908196,"Maylun Apartments, 1-25 Shu Kuk Street, North Point, Eastern, HKG",PointAddress
"Maylun Apartments, 1-25 Shu Kuk Street, Eastern",Eastern,"Maylun Apartments, 1-25 Shu Kuk Street","2020-02-16 00:00:00",77,"Maylun Apartments, 1-25 Shu Kuk Street, North Point, Eastern",100,114.2001819,22.2908196,"Maylun Apartments, 1-25 Shu Kuk Street, North Point, Eastern, HKG",PointAddress
"Maylun Apartments, 1-25 Shu Kuk Street, Eastern",Eastern,"Maylun Apartments, 1-25 Shu Kuk Street","2020-02-16 00:00:00",76,"Maylun Apartments, 1-25 Shu Kuk Street, North Point, Eastern",100,114.2001819,22.2908196,"Maylun Apartments, 1-25 Shu Kuk Street, North Point, Eastern, HKG",PointAddress
"Maylun Apartments, 1-25 Shu Kuk Street, Eastern",Eastern,"Maylun Apartments, 1-25 Shu Kuk Street","2020-02-16 00:00:00",83,"Maylun Apartments, 1-25 Shu Kuk Street, North Point, Eastern",100,114.2001819,22.2908196,"Maylun Apartments, 1-25 Shu Kuk Street, North Point, Eastern, HKG",PointAddress
"Cambridge Building, 25-41 Hong Ning Road, Kwun Tong","Kwun Tong","Cambridge Building, 25-41 Hong Ning Road","2020-02-17 00:00:00",62,"Cambridge Building, 25-41 Hong Ning Road, Kwun Tong",100,114.2234139,22.31486933,"Cambridge Building, 25-41 Hong Ning Road, Kwun Tong, HKG",PointAddress
"Fortune Plaza Arcade, 4 On Chee Road, Tai Po","Tai Po","Fortune Plaza Arcade, 4 On Chee Road","2020-02-17 00:00:00",68,"Fortune Plaza, 4 On Chee Road, Tai Po, Sha Tin",98.24,114.1676638,22.45262034,"Fortune Plaza, 4 On Chee Road, Tai Po, Sha Tin, HKG",PointAddress
"World Trade Centre, Wan Chai","Wan Chai","World Trade Centre","2020-02-17 00:00:00",85,"World Trade Centre, 280 Gloucester Road, Causeway Bay, Wan Chai",100,114.184078,22.28171241,"World Trade Centre, 280 Gloucester Road, Causeway Bay, Wan Chai, HKG",PointAddress
"271-285 Des Voeux Road West, Central & Western","Central & Western","271-285 Des Voeux Road West","2020-02-18 00:00:00",69,"285 Des Voeux Rd W, Sai Wan, Central & Western",99.17,114.1407407,22.28807868,"285 Des Voeux Rd W, Sai Wan, Central & Western, HKG",StreetAddress
"310 Gloucester Road, Wan Chai","Wan Chai","310 Gloucester Road","2020-02-18 00:00:00",85,"310 Gloucester Road, Causeway Bay, Wan Chai",100,114.1862916,22.2811662,"310 Gloucester Road, Causeway Bay, Wan Chai, HKG",PointAddress
"Sui Moon House, Siu Sai Wan Estate, Eastern",Eastern,"Sui Moon House, Siu Sai Wan Estate","2020-02-18 00:00:00",65,"Sui Moon House, Siu Sai Wan Estate, 10 Siu Sai Wan Road, Siu Sai Wan, Eastern",100,114.2491596,22.26229552,"Sui Moon House, Siu Sai Wan Estate, 10 Siu Sai Wan Road, Siu Sai Wan, Eastern, HKG",PointAddress
"Sui Moon House, Siu Sai Wan Estate, Eastern",Eastern,"Sui Moon House, Siu Sai Wan Estate","2020-02-18 00:00:00",64,"Sui Moon House, Siu Sai Wan Estate, 10 Siu Sai Wan Road, Siu Sai Wan, Eastern",100,114.2491596,22.26229552,"Sui Moon House, Siu Sai Wan Estate, 10 Siu Sai Wan Road, Siu Sai Wan, Eastern, HKG",PointAddress
"Coronet Court, 1-9a North Point Road, Eastern",Eastern,"Coronet Court, 1-9a North Point Road","2020-02-18 00:00:00",65,"Coronet Court, 1-9A North Point Road, North Point, Eastern",100,114.196475,22.29068017,"Coronet Court, 1-9A North Point Road, North Point, Eastern, HKG",PointAddress
"Coronet Court, 1-9a North Point Road, Eastern",Eastern,"Coronet Court, 1-9a North Point Road","2020-02-18 00:00:00",64,"Coronet Court, 1-9A North Point Road, North Point, Eastern",100,114.196475,22.29068017,"Coronet Court, 1-9A North Point Road, North Point, Eastern, HKG",PointAddress
"Coronet Court, 1-9A North Point Road, Eastern",Eastern,"Coronet Court, 1-9A North Point Road","2020-02-18 00:00:00",64,"Coronet Court, 1-9A North Point Road, North Point, Eastern",100,114.196475,22.29068017,"Coronet Court, 1-9A North Point Road, North Point, Eastern, HKG",PointAddress
"Coronet Court, 1-9A North Point Road, Eastern",Eastern,"Coronet Court, 1-9A North Point Road","2020-02-18 00:00:00",65,"Coronet Court, 1-9A North Point Road, North Point, Eastern",100,114.196475,22.29068017,"Coronet Court, 1-9A North Point Road, North Point, Eastern, HKG",PointAddress
"Block 1, Seaview Garden, Tuen Mun","Tuen Mun","Block 1, Seaview Garden","2020-02-18 00:00:00",63,"Block 1, Seaview Garden, 1 Tsing Yung Street, Tuen Mun",100,113.983758,22.3785754,"Block 1, Seaview Garden, 1 Tsing Yung Street, Tuen Mun, HKG",PointAddress
"Block 1, Seaview Garden, Tuen Mun","Tuen Mun","Block 1, Seaview Garden","2020-02-18 00:00:00",66,"Block 1, Seaview Garden, 1 Tsing Yung Street, Tuen Mun",100,113.983758,22.3785754,"Block 1, Seaview Garden, 1 Tsing Yung Street, Tuen Mun, HKG",PointAddress
"5 Sam Shing Street, Tuen Mun","Tuen Mun","5 Sam Shing Street","2020-02-18 00:00:00",63,"5 Sam Shing Street, Tuen Mun",100,113.9789152,22.3801126,"5 Sam Shing Street, Tuen Mun, HKG",PointAddress
"5 Sam Shing Street, Tuen Mun","Tuen Mun","5 Sam Shing Street","2020-02-18 00:00:00",66,"5 Sam Shing Street, Tuen Mun",100,113.9789152,22.3801126,"5 Sam Shing Street, Tuen Mun, HKG",PointAddress
"Hiu Fai House, Hiu Lai Court, Kwun Tong","Kwun Tong","Hiu Fai House, Hiu Lai Court","2020-02-19 00:00:00",67,"Hiu Fai House, Hiu Lai Court, 21 Hiu Kwong Street, Sau Mau Ping, Kwun Tong",100,114.2288908,22.32047641,"Hiu Fai House, Hiu Lai Court, 21 Hiu Kwong Street, Sau Mau Ping, Kwun Tong, HKG",PointAddress
"Shek Wu Wai, San Tin, Yuen Long","Yuen Long","Shek Wu Wai, San Tin","2020-02-19 00:00:00",68,"Shek Wu Wai, San Tin, Yuen Long",100,114.0727504,22.49241553,"Shek Wu Wai, San Tin, Yuen Long, HKG",StreetName
"Kwun Tong Community Health Centre, Kwun Tong","Kwun Tong","Kwun Tong Community Health Centre","2020-02-19 00:00:00",69,"Kwun Tong Community Health Centre Building, 60 Hip Wo Street, Kwun Tong",96.91,114.2260456,22.31483719,"Kwun Tong Community Health Centre Building, 60 Hip Wo Street, Kwun Tong, HKG",PointAddress
"Man Mo Temple, Central & Western","Central & Western","Man Mo Temple","2020-02-19 00:00:00",85,"Man Mo Temple, 124-126 Hollywood Road, Mid Level, Central & Western",100,114.1501763,22.2838832,"Man Mo Temple, 124-126 Hollywood Road, Mid Level, Central & Western, HKG",PointAddress
"Hang Wai Commercial Building, Wan Chai","Wan Chai","Hang Wai Commercial Building","2020-02-19 00:00:00",85,"Hang Wai Commercial Building, 231-233 Queen'S Road East, Wan Chai",100,114.1735527,22.27424284,"Hang Wai Commercial Building, 231-233 Queen'S Road East, Wan Chai, HKG",PointAddress
"Cheong Yuen Building, Eastern",Eastern,"Cheong Yuen Building","2020-02-19 00:00:00",74,"Cheong Yuen Building, 2-8A Tsat Tsz Mui Road, North Point, Eastern",100,114.2007134,22.29046886,"Cheong Yuen Building, 2-8A Tsat Tsz Mui Road, North Point, Eastern, HKG",PointAddress
"Yardley Commercial Building, Central & Western","Central & Western","Yardley Commercial Building","2020-02-19 00:00:00",85,"Yardley Commercial Building, 3 Connaught Road West, Sheung Wan, Central & Western",100,114.1500895,22.28746055,"Yardley Commercial Building, 3 Connaught Road West, Sheung Wan, Central & Western, HKG",PointAddress
"Yardley Commercial Building B23, Central & Western","Central & Western","Yardley Commercial Building B23","2020-02-19 00:00:00",85,"Yardley Commercial Building, 3 Connaught Road West, Sheung Wan, Central & Western",97.14,114.1500895,22.28746055,"Yardley Commercial Building, 3 Connaught Road West, Sheung Wan, Central & Western, HKG",PointAddress
"Yun Mei House, Yau Mei Court, Kwun Tong","Kwun Tong","Yun Mei House, Yau Mei Court","2020-02-20 00:00:00",69,"Yun Mei House, Yau Mei Court, 80 Lei Yue Mun Road, Yau Tong, Kwun Tong",100,114.2387425,22.29841968,"Yun Mei House, Yau Mei Court, 80 Lei Yue Mun Road, Yau Tong, Kwun Tong, HKG",PointAddress
"Kwong Tin Shopping Centre, Kwun Tong","Kwun Tong","Kwong Tin Shopping Centre","2020-02-20 00:00:00",72,"Kwong Tin Shopping Centre, Pik Wan Road, Lam Tin, Kwun Tong",100,114.2395919,22.30287479,"Kwong Tin Shopping Centre, Pik Wan Road, Lam Tin, Kwun Tong, HKG",PointAddress
"Mong Kok East station, Yau Tsim Mong","Yau Tsim Mong","Mong Kok East station","2020-02-20 00:00:00",82,"Mong Kok East Station, Mong Kok, Yau Tsim Mong",100,114.1723151,22.32229004,"Mong Kok East Station, Mong Kok, Yau Tsim Mong, HKG",StreetName
"Fly Dragon Terrace, 26-32 Tin Hau Temple Road, Wan Chai","Wan Chai","Fly Dragon Terrace, 26-32 Tin Hau Temple Road","2020-02-22 00:00:00",70,"Fly Dragon Terrace, 26-32 Tin Hau Temple Road, Mid Level North Point, Eastern",97.81,114.1935664,22.28359834,"Fly Dragon Terrace, 26-32 Tin Hau Temple Road, Mid Level North Point, Eastern, HKG",PointAddress
"Maylun Apartments, 1-25 Shu Kuk Street, Eastern",Eastern,"Maylun Apartments, 1-25 Shu Kuk Street","2020-02-22 00:00:00",74,"Maylun Apartments, 1-25 Shu Kuk Street, North Point, Eastern",100,114.2001819,22.2908196,"Maylun Apartments, 1-25 Shu Kuk Street, North Point, Eastern, HKG",PointAddress
"Block 3, Grand Yoho, Yuen Long","Yuen Long","Block 3, Grand Yoho","2020-02-22 00:00:00",75,"Block 3, Grand Del Sol, 100 Fung Cheung Road, Yuen Long",79.09,114.0338484,22.43993865,"Block 3, Grand Del Sol, 100 Fung Cheung Road, Yuen Long, HKG",PointAddress
"Choi Tin House, Hing Tin Estate, Kwun Tong","Kwun Tong","Choi Tin House, Hing Tin Estate","2020-02-22 00:00:00",72,"Choi Tin House, Hing Tin Estate, 8 Lin Tak Road, Lam Tin, Kwun Tong",100,114.2393317,22.31323851,"Choi Tin House, Hing Tin Estate, 8 Lin Tak Road, Lam Tin, Kwun Tong, HKG",PointAddress
"Chin Hing House, Hing Wah II Estate, Eastern",Eastern,"Chin Hing House, Hing Wah II Estate","2020-02-22 00:00:00",73,"Chin Hing House, Hing Wah Estate 2, Chai Wan Road, Chai Wan, Eastern",96.18,114.2330438,22.26226749,"Chin Hing House, Hing Wah Estate 2, Chai Wan Road, Chai Wan, Eastern, HKG",PointAddress
"Sceneway Plaza, Kwun Tong","Kwun Tong","Sceneway Plaza","2020-02-22 00:00:00",82,"Sceneway Plaza, Sceneway Road, Cha Kwo Ling, Kwun Tong",100,114.2334321,22.30720102,"Sceneway Plaza, Sceneway Road, Cha Kwo Ling, Kwun Tong, HKG",PointAddress
"JW Marriott Hotel, Central & Western","Central & Western","JW Marriott Hotel","2020-02-22 00:00:00",85,"Jw Marriott Hotel, 88 Queensway, Admiralty, Central & Western",100,114.1661398,22.27757104,"Jw Marriott Hotel, 88 Queensway, Admiralty, Central & Western, HKG",PointAddress
"Ming Yuen Centre, Eastern",Eastern,"Ming Yuen Centre","2020-02-22 00:00:00",83,"Ming Yuen Centre, 4A-6C Ming Yuen Western Street, North Point, Eastern",100,114.1986677,22.29044468,"Ming Yuen Centre, 4A-6C Ming Yuen Western Street, North Point, Eastern, HKG",PointAddress
"Block B, Healthy Gardens, Eastern",Eastern,"Block B, Healthy Gardens","2020-02-22 00:00:00",86,"Block B, Healthy Gardens, 560 King'S Road, North Point, Eastern",100,114.203913,22.29167175,"Block B, Healthy Gardens, 560 King'S Road, North Point, Eastern, HKG",PointAddress
"Tower 1, Fleur Pavilia, Eastern",Eastern,"Tower 1, Fleur Pavilia","2020-02-22 00:00:00",85,"1 Power St, North Point, Eastern",68.9,114.1940164,22.28981328,"1 Power St, North Point, Eastern, HKG",StreetAddress
"Jolly Villa, Wan Chai","Wan Chai","Jolly Villa","2020-02-22 00:00:00",85,"Jolly Villa, 8 Tai Hang Road, Tai Hang, Wan Chai",100,114.192318,22.27732624,"Jolly Villa, 8 Tai Hang Road, Tai Hang, Wan Chai, HKG",PointAddress
"Chun Yeung Street Market, Eastern",Eastern,"Chun Yeung Street Market","2020-02-22 00:00:00",86,"A Star Asia Markets",100,114.19783,22.29126994,"A Star Asia Markets, Chun Yeung St, North Point, Eastern, HKG",POI
"6 Cheong Ming Street, Wan Chai","Wan Chai","6 Cheong Ming Street","2020-02-22 00:00:00",85,"6 Cheong Ming St, Happy Valley, Wan Chai",100,114.1868388,22.26862875,"6 Cheong Ming St, Happy Valley, Wan Chai, HKG",StreetAddress
"Maylun Apartments, 1-25 Shu Kuk Street, Eastern",Eastern,"Maylun Apartments, 1-25 Shu Kuk Street","2020-02-22 00:00:00",65,"Maylun Apartments, 1-25 Shu Kuk Street, North Point, Eastern",100,114.2001819,22.2908196,"Maylun Apartments, 1-25 Shu Kuk Street, North Point, Eastern, HKG",PointAddress
"Maylun Apartments, 1-25 Shu Kuk Street, Eastern",Eastern,"Maylun Apartments, 1-25 Shu Kuk Street","2020-02-22 00:00:00",70,"Maylun Apartments, 1-25 Shu Kuk Street, North Point, Eastern",100,114.2001819,22.2908196,"Maylun Apartments, 1-25 Shu Kuk Street, North Point, Eastern, HKG",PointAddress
"Maylun Apartments, 1-25 Shu Kuk Street, Eastern",Eastern,"Maylun Apartments, 1-25 Shu Kuk Street","2020-02-22 00:00:00",73,"Maylun Apartments, 1-25 Shu Kuk Street, North Point, Eastern",100,114.2001819,22.2908196,"Maylun Apartments, 1-25 Shu Kuk Street, North Point, Eastern, HKG",PointAddress
"Maylun Apartments, 1-25 Shu Kuk Street, Eastern",Eastern,"Maylun Apartments, 1-25 Shu Kuk Street","2020-02-22 00:00:00",76,"Maylun Apartments, 1-25 Shu Kuk Street, North Point, Eastern",100,114.2001819,22.2908196,"Maylun Apartments, 1-25 Shu Kuk Street, North Point, Eastern, HKG",PointAddress
"Maylun Apartments, 1-25 Shu Kuk Street, Eastern",Eastern,"Maylun Apartments, 1-25 Shu Kuk Street","2020-02-22 00:00:00",77,"Maylun Apartments, 1-25 Shu Kuk Street, North Point, Eastern",100,114.2001819,22.2908196,"Maylun Apartments, 1-25 Shu Kuk Street, North Point, Eastern, HKG",PointAddress
"Maylun Apartments, 1-25 Shu Kuk Street, Eastern",Eastern,"Maylun Apartments, 1-25 Shu Kuk Street","2020-02-22 00:00:00",83,"Maylun Apartments, 1-25 Shu Kuk Street, North Point, Eastern",100,114.2001819,22.2908196,"Maylun Apartments, 1-25 Shu Kuk Street, North Point, Eastern, HKG",PointAddress
